0,1,2,3,4,5,6,7,8,9,10,11,12,13
finder,redfin,refind,,,,,,,,,,,
finders,friends,redfins,refinds,,,,,,,,,,
fined,indef,,,,,,,,,,,,
finedraw,winedraf,,,,,,,,,,,,
fine-leaved,vine-leafed,,,,,,,,,,,,
finely,lenify,,,,,,,,,,,,
fines,neifs,,,,,,,,,,,,
finesser,rifeness,,,,,,,,,,,,
fingan,infang,,,,,,,,,,,,
finger,fringe,,,,,,,,,,,,
fingerer,refinger,refringe,,,,,,,,,,,
fingerfish,fishfinger,,,,,,,,,,,,
fingerflower,fringeflower,,,,,,,,,,,,
fingerless,fringeless,,,,,,,,,,,,
fingerlet,fringelet,telfering,,,,,,,,,,,
fingerlike,fringelike,,,,,,,,,,,,
fingers,fringes,,,,,,,,,,,,
fingertips,presifting,,,,,,,,,,,,
finical,lanific,,,,,,,,,,,,
finisher,refinish,,,,,,,,,,,,
finites,fisetin,nifties,,,,,,,,,,,
finked,knifed,,,,,,,,,,,,
finking,knifing,,,,,,,,,,,,
finlet,infelt,,,,,,,,,,,,
finner,infern,,,,,,,,,,,,
Finno-Ugric,Ugro-Finnic,,,,,,,,,,,,
finos,foins,infos,,,,,,,,,,,
FIO,IFO,IOF,,,,,,,,,,,
fiorded,foredid,,,,,,,,,,,,
FIP,PIF,,,,,,,,,,,,
FIR,IFR,RFI,RIF,,,,,,,,,,
fire,reif,rife,,,,,,,,,,,
firearm,marfire,,,,,,,,,,,,
firelight,flightier,,,,,,,,,,,,
fireling,refiling,,,,,,,,,,,,
firelock,flockier,,,,,,,,,,,,
fireman,manifer,,,,,,,,,,,,
firemaster,semifrater,,,,,,,,,,,,
firepans,panfries,,,,,,,,,,,,
fireplug,gripeful,,,,,,,,,,,,
firepot,firetop,piefort,potifer,,,,,,,,,,
firer,freir,frier,rifer,,,,,,,,,,
firers,friers,,,,,,,,,,,,
fires,frise,reifs,serif,,,,,,,,,,
fireshaft,tasheriff,,,,,,,,,,,,
firestop,pieforts,,,,,,,,,,,,
firestorm,reformist,restiform,,,,,,,,,,,
firkins,friskin,,,,,,,,,,,,
firm,frim,,,,,,,,,,,,
firs,rifs,,,,,,,,,,,,
first,frist,rifts,,,,,,,,,,,
first-famed,stiff-armed,,,,,,,,,,,,
first-formed,frost-firmed,,,,,,,,,,,,
firstling,triflings,,,,,,,,,,,,
firths,friths,shrift,,,,,,,,,,,
fisheater,sherifate,,,,,,,,,,,,
fishery,sherify,,,,,,,,,,,,
fishier,sherifi,,,,,,,,,,,,
fishlet,leftish,,,,,,,,,,,,
fishpond,pondfish,,,,,,,,,,,,
fishpool,foolship,,,,,,,,,,,,
fishwood,woodfish,,,,,,,,,,,,
fishworm,wormfish,,,,,,,,,,,,
fissure,fussier,,,,,,,,,,,,
fist,sift,,,,,,,,,,,,
fisted,sifted,,,,,,,,,,,,
fisting,sifting,,,,,,,,,,,,
fists,sifts,,,,,,,,,,,,
fistule,sulfite,,,,,,,,,,,,
fitfulness,snuffliest,,,,,,,,,,,,
fitness,infests,,,,,,,,,,,,
fitout,outfit,,,,,,,,,,,,
fitter,tifter,titfer,,,,,,,,,,,
fitters,titfers,,,,,,,,,,,,
five-twenty,twenty-five,,,,,,,,,,,,
fixer,refix,,,,,,,,,,,,
fizzers,frizzes,,,,,,,,,,,,
FL,LF,,,,,,,,,,,,
flageolet,folletage,,,,,,,,,,,,
flairs,frails,,,,,,,,,,,,
flake,fleak,,,,,,,,,,,,
flakers,flasker,,,,,,,,,,,,
flamant,flatman,,,,,,,,,,,,
flame,fleam,,,,,,,,,,,,
flamed,malfed,,,,,,,,,,,,
flameout,outflame,,,,,,,,,,,,
flames,fleams,,,,,,,,,,,,
flamines,inflames,,,,,,,,,,,,
flandowser,sandflower,,,,,,,,,,,,
flaneurs,funerals,,,,,,,,,,,,
flaperon,foreplan,,,,,,,,,,,,
flappier,palpifer,,,,,,,,,,,,
flashgun,halfungs,,,,,,,,,,,,
flat,laft,,,,,,,,,,,,
flatcars,fractals,,,,,,,,,,,,
flatiron,inflator,,,,,,,,,,,,
flatirons,frontalis,inflators,,,,,,,,,,,
flatuses,sulfates,,,,,,,,,,,,
flatwise,flawiest,saltwife,,,,,,,,,,,
flaughts,ghastful,,,,,,,,,,,,
flaunt,unflat,,,,,,,,,,,,
flaunted,unflated,,,,,,,,,,,,
fleahopper,leafhopper,,,,,,,,,,,,
fleaseed,seedleaf,,,,,,,,,,,,
fleawood,leafwood,,,,,,,,,,,,
fleche,fleech,,,,,,,,,,,,
fleer,refel,,,,,,,,,,,,
fleerish,fleshier,leerfish,,,,,,,,,,,
fleers,refels,reself,,,,,,,,,,,
fleeter,treflee,,,,,,,,,,,,
flense,lefsen,,,,,,,,,,,,
flesh,shelf,,,,,,,,,,,,
flesh-eating,self-heating,,,,,,,,,,,,
flesher,herself,,,,,,,,,,,,
fleshful,shelfful,,,,,,,,,,,,
fleshy,shelfy,,,,,,,,,,,,
fleshlier,hellfires,shellfire,,,,,,,,,,,
fleshlike,shelflike,,,,,,,,,,,,
flet,left,,,,,,,,,,,,
fletton,flotten,fontlet,,,,,,,,,,,
fleuret,treeful,,,,,,,,,,,,
flexured,refluxed,,,,,,,,,,,,
flexures,refluxes,,,,,,,,,,,,
flier,flrie,lifer,rifle,,,,,,,,,,
flyflower,flowerfly,,,,,,,,,,,,
fligger,friggle,,,,,,,,,,,,
flying,flingy,,,,,,,,,,,,
flimsies,misfiles,,,,,,,,,,,,
flinthead,thiefland,,,,,,,,,,,,
flintier,infilter,,,,,,,,,,,,
flyover,overfly,,,,,,,,,,,,
flirted,trifled,,,,,,,,,,,,
flirter,trifler,,,,,,,,,,,,
flirters,triflers,,,,,,,,,,,,
flirt-gill,gill-flirt,,,,,,,,,,,,
flirty,trifly,,,,,,,,,,,,
flirting,trifling,,,,,,,,,,,,
flirtingly,triflingly,,,,,,,,,,,,
flited,lifted,,,,,,,,,,,,
fliting,lifting,,,,,,,,,,,,
flits,lifts,,,,,,,,,,,,
flitter,triflet,,,,,,,,,,,,
FLN,NFL,NLF,,,,,,,,,,,
floatel,loaflet,,,,,,,,,,,,
floater,florate,floreat,floreta,refloat,,,,,,,,,
floatier,floriate,foralite,,,,,,,,,,,
floatmen,matfelon,,,,,,,,,,,,
floats,flotas,,,,,,,,,,,,
flodge,fodgel,golfed,,,,,,,,,,,
floe,fole,,,,,,,,,,,,
flog,golf,,,,,,,,,,,,
flogger,frogleg,,,,,,,,,,,,
flogs,golfs,,,,,,,,,,,,
flogster,froglets,,,,,,,,,,,,
Flois,Flosi,,,,,,,,,,,,
floyt,lofty,oftly,,,,,,,,,,,
flooder,floored,reflood,,,,,,,,,,,
flooders,refloods,,,,,,,,,,,,
floodwater,toadflower,waterflood,,,,,,,,,,,
flooie,loofie,,,,,,,,,,,,
flook,kloof,,,,,,,,,,,,
floorer,forlore,refloor,,,,,,,,,,,
floosie,foliose,,,,,,,,,,,,
floperoo,foreloop,roofpole,,,,,,,,,,,
Flor,Forl,,,,,,,,,,,,
florae,loafer,,,,,,,,,,,,
floras,safrol,,,,,,,,,,,,
floreating,refloating,,,,,,,,,,,,
Florenda,Foreland,,,,,,,,,,,,
floret,floter,forlet,lofter,torfel,torfle,,,,,,,,
florets,lofters,,,,,,,,,,,,
Flori,Forli,,,,,,,,,,,,
Florian,Florina,,,,,,,,,,,,
florican,fornical,,,,,,,,,,,,
Floridan,Florinda,,,,,,,,,,,,
Florien,Florine,,,,,,,,,,,,
florimanist,informalist,,,,,,,,,,,,
floroun,unfloor,,,,,,,,,,,,
flots,lofts,,,,,,,,,,,,
flotsen,notself,,,,,,,,,,,,
flotter,fortlet,,,,,,,,,,,,
flounder,reunfold,unfolder,,,,,,,,,,,
flounders,unfolders,,,,,,,,,,,,
flour,fluor,,,,,,,,,,,,
floured,foldure,foulder,fouldre,,,,,,,,,,
flourescent,fluorescent,,,,,,,,,,,,
flouring,fourling,,,,,,,,,,,,
flourisher,reflourish,,,,,,,,,,,,
flours,fluors,,,,,,,,,,,,
floush,shoful,,,,,,,,,,,,
flouted,outfled,,,,,,,,,,,,
flouting,outfling,,,,,,,,,,,,
flow,fowl,,,,,,,,,,,,
Flower,Fowler,,,,,,,,,,,,
flowerer,reflower,,,,,,,,,,,,
flowerers,reflowers,,,,,,,,,,,,
flowery,fowlery,,,,,,,,,,,,
flowering,reflowing,wrongfile,,,,,,,,,,,
flowing,fowling,wolfing,,,,,,,,,,,
flows,fowls,wolfs,,,,,,,,,,,
FLS,LFS,,,,,,,,,,,,
FLT,FTL,LTF,,,,,,,,,,,
flu,ful,,,,,,,,,,,,
fluavil,fluvial,vialful,,,,,,,,,,,
fluctuant,untactful,,,,,,,,,,,,
flue,fuel,,,,,,,,,,,,
flueman,unflame,,,,,,,,,,,,
fluent,netful,unfelt,unleft,,,,,,,,,,
fluerics,lucifers,,,,,,,,,,,,
flues,fuels,fusel,,,,,,,,,,,
fluids,sulfid,,,,,,,,,,,,
fluing,ingulf,,,,,,,,,,,,
fluyt,fluty,,,,,,,,,,,,
fluyts,styful,,,,,,,,,,,,
flukewort,flutework,,,,,,,,,,,,
fluminous,fulminous,sulfonium,,,,,,,,,,,
fluorate,outflare,,,,,,,,,,,,
fluorated,outflared,,,,,,,,,,,,
fluorides,serofluid,,,,,,,,,,,,
fluorine,neurofil,,,,,,,,,,,,
flusher,reflush,,,,,,,,,,,,
fluster,fluters,restful,,,,,,,,,,,
flusters,tressful,turfless,,,,,,,,,,,
flutes,fustle,,,,,,,,,,,,
flutterless,restfullest,,,,,,,,,,,,
fluxer,reflux,,,,,,,,,,,,
FM,MF,,,,,,,,,,,,
FMB,MFB,,,,,,,,,,,,
FMCS,FSCM,MSFC,SFMC,,,,,,,,,,
FMR,MFR,MRF,RMF,,,,,,,,,,
FMS,MFS,MSF,,,,,,,,,,,
FNC,NFC,,,,,,,,,,,,
FNPA,NFPA,,,,,,,,,,,,
FO,OF,,,,,,,,,,,,
foal,loaf,,,,,,,,,,,,
foaling,loafing,,,,,,,,,,,,
foals,loafs,solfa,,,,,,,,,,,
focuser,refocus,,,,,,,,,,,,
focuses,fucoses,,,,,,,,,,,,
fodder,forded,freddo,,,,,,,,,,,
foederal,freeload,,,,,,,,,,,,
foederis,foreside,,,,,,,,,,,,
foetal,folate,,,,,,,,,,,,
foetor,footer,refoot,tofore,,,,,,,,,,
foetors,fooster,footers,,,,,,,,,,,
fogeater,foregate,,,,,,,,,,,,
fogo,goof,,,,,,,,,,,,
fogon,gonof,,,,,,,,,,,,
foiler,forlie,,,,,,,,,,,,
foin,info,,,,,,,,,,,,
foister,forties,,,,,,,,,,,,
folder,refold,,,,,,,,,,,,
folders,refolds,,,,,,,,,,,,
foldout,outfold,,,,,,,,,,,,
folkland,landfolk,,,,,,,,,,,,
followup,upfollow,,,,,,,,,,,,
fomenter,refoment,,,,,,,,,,,,
fomento,footmen,,,,,,,,,,,,
FON,ONF,,,,,,,,,,,,
fondu,found,,,,,,,,,,,,
fondus,founds,,,,,,,,,,,,
foo,oof,,,,,,,,,,,,
fooder,foredo,roofed,,,,,,,,,,,
fool,loof,olof,,,,,,,,,,,
fooler,refool,,,,,,,,,,,,
fooless,oofless,,,,,,,,,,,,
fools,loofs,,,,,,,,,,,,
foosterer,rooftrees,,,,,,,,,,,,
foothot,hotfoot,,,,,,,,,,,,
foot-hot,hot-foot,,,,,,,,,,,,
footies,footsie,oofiest,,,,,,,,,,,
footler,rooflet,,,,,,,,,,,,
footnotes,footstone,,,,,,,,,,,,
footpad,padfoot,,,,,,,,,,,,
foot-pound,pound-foot,,,,,,,,,,,,
foots,sfoot,stoof,,,,,,,,,,,
foot-second,second-foot,,,,,,,,,,,,
footsore,sorefoot,,,,,,,,,,,,
foot-ton,ton-foot,,,,,,,,,,,,
foot-weary,weary-foot,,,,,,,,,,,,
foppish,fopship,,,,,,,,,,,,
foraying,organify,,,,,,,,,,,,
forays,forsay,,,,,,,,,,,,
foram,forma,,,,,,,,,,,,
foramen,froeman,,,,,,,,,,,,
forbare,forbear,forebar,,,,,,,,,,,
forbye,foreby,,,,,,,,,,,,
fordwine,forewind,,,,,,,,,,,,
fore,froe,ofer,orfe,,,,,,,,,,
forecaster,reforecast,,,,,,,,,,,,
forechase,shoreface,,,,,,,,,,,,
forecover,overforce,,,,,,,,,,,,
forefend,offender,reoffend,,,,,,,,,,,
forefends,offenders,,,,,,,,,,,,
forefinger,reoffering,,,,,,,,,,,,
forefit,forfeit,,,,,,,,,,,,
foregirth,foreright,,,,,,,,,,,,
forego,goofer,,,,,,,,,,,,
forehew,whereof,,,,,,,,,,,,
forehorse,foreshore,,,,,,,,,,,,
foreigners,foresinger,,,,,,,,,,,,
foreigns,foresign,foresing,,,,,,,,,,,
foreleader,freeloader,,,,,,,,,,,,
foreleg,gelofer,gelofre,,,,,,,,,,,
forelive,overfile,,,,,,,,,,,,
foremast,formates,,,,,,,,,,,,
foremean,forename,,,,,,,,,,,,
foremen,formene,,,,,,,,,,,,
foremind,informed,,,,,,,,,,,,
forenight,fothering,,,,,,,,,,,,
forepart,prefator,,,,,,,,,,,,
forepeaks,forespake,forespeak,,,,,,,,,,,
forepost,foretops,poofters,,,,,,,,,,,
fores,froes,,,,,,,,,,,,
foreskins,forkiness,,,,,,,,,,,,
Forest,Foster,,,,,,,,,,,,
forestage,fosterage,,,,,,,,,,,,
forestate,foretaste,,,,,,,,,,,,
forested,fostered,,,,,,,,,,,,
forestem,fretsome,,,,,,,,,,,,
foresters,fosterers,reforests,,,,,,,,,,,
foresting,fostering,,,,,,,,,,,,
forestland,fosterland,,,,,,,,,,,,
forestress,fortresses,,,,,,,,,,,,
Forestville,Fosterville,,,,,,,,,,,,
foretop,poofter,,,,,,,,,,,,
foreturn,fronture,,,,,,,,,,,,
foreutter,outferret,,,,,,,,,,,,
forfare,forfear,,,,,,,,,,,,
forfeiter,reforfeit,,,,,,,,,,,,
forgave,overfag,,,,,,,,,,,,
forge,gofer,,,,,,,,,,,,
forgeman,formagen,,,,,,,,,,,,
forges,gofers,,,,,,,,,,,,
forgo,groof,,,,,,,,,,,,
forints,frontis,,,,,,,,,,,,
forkball,korfball,,,,,,,,,,,,
forkfuls,forksful,,,,,,,,,,,,
forleit,loftier,trefoil,,,,,,,,,,,
form,from,,,,,,,,,,,,
formally,formylal,,,,,,,,,,,,
formers,reforms,,,,,,,,,,,,
formicated,idemfactor,,,,,,,,,,,,
formyl,formly,,,,,,,,,,,,
formin,inform,,,,,,,,,,,,
forminate,taeniform,,,,,,,,,,,,
formism,misform,,,,,,,,,,,,
formity,mortify,,,,,,,,,,,,
formnail,informal,laniform,,,,,,,,,,,
formolit,lotiform,,,,,,,,,,,,
formulae,fumarole,,,,,,,,,,,,
formularies,formularise,,,,,,,,,,,,
formulator,torulaform,,,,,,,,,,,,
Fornacis,Francois,,,,,,,,,,,,
fornicate,refaction,,,,,,,,,,,,
fornicating,fractioning,,,,,,,,,,,,
forpit,profit,,,,,,,,,,,,
Forrest,Forster,,,,,,,,,,,,
forride,refroid,,,,,,,,,,,,
forritsome,ostreiform,,,,,,,,,,,,
forrue,fourer,fourre,furore,,,,,,,,,,
Forst,Frost,,,,,,,,,,,,
Forsta,Fortas,,,,,,,,,,,,
fortepiano,pianoforte,,,,,,,,,,,,
forthcame,homecraft,,,,,,,,,,,,
forthcome,homecroft,,,,,,,,,,,,
forthy,frothy,,,,,,,,,,,,
forthright,rightforth,,,,,,,,,,,,
fortieths,frothiest,,,,,,,,,,,,
fortunes,furstone,fusetron,unforest,,,,,,,,,,
forwarder,reforward,,,,,,,,,,,,
forwardly,frowardly,,,,,,,,,,,,
forwardness,frowardness,,,,,,,,,,,,
forwaste,software,,,,,,,,,,,,
forwhy,whyfor,,,,,,,,,,,,
forzandos,sforzando,,,,,,,,,,,,
FOS,OFS,OSF,SFO,SOF,,,,,,,,,
fossa,sofas,,,,,,,,,,,,
fosterer,reforest,,,,,,,,,,,,
FOT,OTF,,,,,,,,,,,,
fou,ouf,,,,,,,,,,,,
fouler,furole,,,,,,,,,,,,
fouls,sulfo,,,,,,,,,,,,
foul-tasting,soul-fatting,,,,,,,,,,,,
foundationer,refoundation,,,,,,,,,,,,
founder,refound,underfo,,,,,,,,,,,
foundered,refounded,,,,,,,,,,,,
foundering,refounding,,,,,,,,,,,,
founders,refounds,,,,,,,,,,,,
foundling,unfolding,,,,,,,,,,,,
founts,futons,unsoft,,,,,,,,,,,
four-post,four-spot,,,,,,,,,,,,
fouter,foutre,,,,,,,,,,,,
FOV,VFO,,,,,,,,,,,,
fowlers,reflows,wolfers,,,,,,,,,,,
foxly,oxfly,,,,,,,,,,,,
FP,PF,,,,,,,,,,,,
FPO,OPF,POF,,,,,,,,,,,
FPS,PSF,,,,,,,,,,,,
FR,RF,,,,,,,,,,,,
fraenum,unframe,,,,,,,,,,,,
fraghan,harfang,,,,,,,,,,,,
fragor,gorraf,,,,,,,,,,,,
frailer,reflair,,,,,,,,,,,,
Franek,Franke,,,,,,,,,,,,
frangulin,unflaring,,,,,,,,,,,,
frantic,infarct,infract,,,,,,,,,,,
fratcheous,housecraft,,,,,,,,,,,,
fraters,rafters,strafer,,,,,,,,,,,
freath,hafter,trefah,,,,,,,,,,,
Fredi,Fried,,,,,,,,,,,,
Fredia,Freida,Frieda,,,,,,,,,,,
freefd,reffed,,,,,,,,,,,,
freeish,heifers,,,,,,,,,,,,
freemartin,interframe,,,,,,,,,,,,
Freer,Frere,,,,,,,,,,,,
freers,freres,refers,,,,,,,,,,,
freespac,prefaces,,,,,,,,,,,,
fregit,regift,,,,,,,,,,,,
Frey,Frye,,,,,,,,,,,,
freighting,refighting,,,,,,,,,,,,
freinage,refinage,,,,,,,,,,,,
freit,refit,,,,,,,,,,,,
frena,refan,,,,,,,,,,,,
frenetic,infecter,reinfect,,,,,,,,,,,
frenetics,infecters,reinfects,,,,,,,,,,,
frenums,surfmen,,,,,,,,,,,,
frescoer,refresco,,,,,,,,,,,,
freshener,refreshen,,,,,,,,,,,,
fresher,refresh,,,,,,,,,,,,
freshest,freshets,,,,,,,,,,,,
freshet,hefters,,,,,,,,,,,,
fresh-leaved,half-severed,,,,,,,,,,,,
fress,serfs,,,,,,,,,,,,
fret,reft,tref,,,,,,,,,,,
fretful,truffle,,,,,,,,,,,,
fretish,reshift,shifter,,,,,,,,,,,
fretsaw,wafters,,,,,,,,,,,,
freudians,fundraise,,,,,,,,,,,,
friary,rarify,,,,,,,,,,,,
friaries,rarifies,,,,,,,,,,,,
Fridley,Friedly,,,,,,,,,,,,
friending,infringed,refinding,,,,,,,,,,,
friendlies,infielders,,,,,,,,,,,,
frightener,refrighten,,,,,,,,,,,,
frigolabile,glorifiable,,,,,,,,,,,,
frying,fringy,,,,,,,,,,,,
frying-pan,pan-frying,,,,,,,,,,,,
frike,kefir,,,,,,,,,,,,
fringier,refiring,,,,,,,,,,,,
fringiest,resifting,,,,,,,,,,,,
Friona,Fronia,,,,,,,,,,,,
frypan,panfry,,,,,,,,,,,,
fry-pan,pan-fry,,,,,,,,,,,,
frises,serifs,,,,,,,,,,,,
friseur,frisure,surfier,,,,,,,,,,,
friskest,friskets,frsikets,,,,,,,,,,,
frisket,frsiket,,,,,,,,,,,,
frit,rift,,,,,,,,,,,,
fro,orf,,,,,,,,,,,,
Frodi,Froid,,,,,,,,,,,,
fronter,refront,,,,,,,,,,,,
frontes,softner,,,,,,,,,,,,
frontonasal,nasofrontal,,,,,,,,,,,,
frontooccipital,occipitofrontal,,,,,,,,,,,,
frontoorbital,orbitofrontal,,,,,,,,,,,,
frontoparietal,parietofrontal,,,,,,,,,,,,
frontotemporal,temporofrontal,,,,,,,,,,,,
frontpiece,perfection,,,,,,,,,,,,
frontspiece,perfections,,,,,,,,,,,,
frost-hoar,hoar-frost,,,,,,,,,,,,
frostier,rotifers,,,,,,,,,,,,
frounced,unforced,,,,,,,,,,,,
frouncing,unforcing,,,,,,,,,,,,
FRS,FSR,RFS,,,,,,,,,,,
frt,tfr,trf,,,,,,,,,,,
frug,gruf,,,,,,,,,,,,
fruiter,turfier,,,,,,,,,,,,
fruiters,furriest,,,,,,,,,,,,
fruitless,resistful,,,,,,,,,,,,
frument,turfmen,,,,,,,,,,,,
frumenty,furmenty,,,,,,,,,,,,
frumenties,furmenties,,,,,,,,,,,,
frumety,furmety,,,,,,,,,,,,
frush,shurf,,,,,,,,,,,,
frust,turfs,,,,,,,,,,,,
frustule,sulfuret,,,,,,,,,,,,
frustules,sulfurets,,,,,,,,,,,,
frutage,turfage,,,,,,,,,,,,
frutices,fusteric,scutifer,,,,,,,,,,,
fruticulose,luctiferous,,,,,,,,,,,,
FS,SF,,,,,,,,,,,,
FSH,HFS,SHF,,,,,,,,,,,
FSK,KSF,,,,,,,,,,,,
FSS,SSF,,,,,,,,,,,,
FSU,FUS,UFS,,,,,,,,,,,
FSW,SWF,,,,,,,,,,,,
FTP,TFP,,,,,,,,,,,,
FTS,TFS,TSF,,,,,,,,,,,
FTW,WTF,,,,,,,,,,,,
fugient,fungite,,,,,,,,,,,,
fugled,gulfed,,,,,,,,,,,,
fugler,gerful,,,,,,,,,,,,
fugling,gulfing,,,,,,,,,,,,
fulfill,fullfil,,,,,,,,,,,,
fuliginous,ignifluous,,,,,,,,,,,,
full-acorned,uncalled-for,,,,,,,,,,,,
full-top,top-full,,,,,,,,,,,,
fullword,worldful,,,,,,,,,,,,
fulminatory,unformality,,,,,,,,,,,,
fulmined,unfilmed,,,,,,,,,,,,
fulsamic,sulfamic,,,,,,,,,,,,
fummel,fummle,,,,,,,,,,,,
fundable,unfabled,,,,,,,,,,,,
funder,refund,,,,,,,,,,,,
funders,refunds,,,,,,,,,,,,
funebrial,unfriable,,,,,,,,,,,,
funebrious,nubiferous,,,,,,,,,,,,
funfair,ruffian,,,,,,,,,,,,
funfairs,ruffians,suffrain,,,,,,,,,,,
fungal,unflag,,,,,,,,,,,,
fungoes,fungose,,,,,,,,,,,,
funori,furoin,,,,,,,,,,,,
furan,unfar,,,,,,,,,,,,
furanes,unsafer,,,,,,,,,,,,
furdel,furdle,furled,,,,,,,,,,,
furile,ireful,,,,,,,,,,,,
furler,refurl,,,,,,,,,,,,
furnaced,unfarced,,,,,,,,,,,,
furnish,runfish,,,,,,,,,,,,
furnisher,refurnish,,,,,,,,,,,,
furnishes,sunfisher,,,,,,,,,,,,
fusels,fussle,usself,,,,,,,,,,,
fusible,subfile,,,,,,,,,,,,
fustier,surfeit,,,,,,,,,,,,
fustin,unfits,,,,,,,,,,,,
fusty-rusty,rusty-fusty,,,,,,,,,,,,
futter,tufter,,,,,,,,,,,,
FV,VF,,,,,,,,,,,,
FW,WF,,,,,,,,,,,,
FWA,WAF,,,,,,,,,,,,
G.O.,O.G.,,,,,,,,,,,,
G.O.P.,G.P.O.,,,,,,,,,,,,
G.P.,P.G.,,,,,,,,,,,,
g.v.,v.g.,,,,,,,,,,,,
Gaal,Gala,,,,,,,,,,,,
GAAS,SAGA,,,,,,,,,,,,
GAB,GBA,,,,,,,,,,,,
gabbler,grabble,,,,,,,,,,,,
gabblers,grabbles,,,,,,,,,,,,
Gabel,Gable,,,,,,,,,,,,
gabelle,gelable,,,,,,,,,,,,
Gabler,Glaber,,,,,,,,,,,,
Gabor,Garbo,,,,,,,,,,,,
Gad,Gda,,,,,,,,,,,,
gaddis,gadids,,,,,,,,,,,,
Gader,Gerda,,,,,,,,,,,,
gadge,gaged,,,,,,,,,,,,
gadget,tagged,,,,,,,,,,,,
gadgeteers,segregated,,,,,,,,,,,,
gadgets,stagged,,,,,,,,,,,,
gadinine,indigena,,,,,,,,,,,,
gadwalls,waldglas,,,,,,,,,,,,
gaedown,gowaned,wagoned,,,,,,,,,,,
Gael,Gale,Gela,,,,,,,,,,,
Gaelan,Galena,,,,,,,,,,,,
gaels,gales,,,,,,,,,,,,
gaen,gane,,,,,,,,,,,,
Gaetano,Gaonate,,,,,,,,,,,,
gagster,gargets,stagger,taggers,,,,,,,,,,
gagsters,staggers,,,,,,,,,,,,
Gahan,Ghana,,,,,,,,,,,,
gahnite,heating,,,,,,,,,,,,
Gahrwali,Garhwali,,,,,,,,,,,,
Gayel,Gayle,Gelya,,,,,,,,,,,
gayest,stagey,,,,,,,,,,,,
Gail,Gila,,,,,,,,,,,,
Gaile,Galei,,,,,,,,,,,,
Gayleen,Gaylene,,,,,,,,,,,,
gainless,glassine,leasings,,,,,,,,,,,
gainly,laying,,,,,,,,,,,,
gains,signa,,,,,,,,,,,,
gainst,giants,gisant,sating,,,,,,,,,,
gainstrive,vinegarist,,,,,,,,,,,,
gainturn,naturing,,,,,,,,,,,,
gair,ragi,,,,,,,,,,,,
Gays,Gyas,,,,,,,,,,,,
Gaivn,Gavin,,,,,,,,,,,,
gaize,ziega,,,,,,,,,,,,
galanas,lasagna,,,,,,,,,,,,
galantine,gentianal,,,,,,,,,,,,
Galatae,Galatea,,,,,,,,,,,,
Galba,Glaab,,,,,,,,,,,,
galenite,gelatine,legatine,,,,,,,,,,,
galeoid,geoidal,,,,,,,,,,,,
galeres,regales,,,,,,,,,,,,
galewort,waterlog,,,,,,,,,,,,
gali,glia,,,,,,,,,,,,
Galilean,Gallinae,,,,,,,,,,,,
galilees,legalise,,,,,,,,,,,,
galiot,latigo,,,,,,,,,,,,
galiots,latigos,saligot,,,,,,,,,,,
galivants,galvanist,,,,,,,,,,,,
gallate,galleta,tallage,,,,,,,,,,,
gallates,galletas,stallage,tallages,,,,,,,,,,
gallein,galline,langiel,liangle,,,,,,,,,,
galleried,greillade,,,,,,,,,,,,
Gallian,Gallina,,,,,,,,,,,,
gallybagger,gallybeggar,,,,,,,,,,,,
Galliett,Gilletta,,,,,,,,,,,,
galliney,genially,,,,,,,,,,,,
galling,gingall,,,,,,,,,,,,
gallnut,nutgall,,,,,,,,,,,,
gall-nut,nut-gall,,,,,,,,,,,,
gallnuts,nutgalls,,,,,,,,,,,,
galloped,palegold,,,,,,,,,,,,
galloper,regallop,,,,,,,,,,,,
gallotannate,tannogallate,,,,,,,,,,,,
gallotannic,tannogallic,,,,,,,,,,,,
gallstone,stonegall,,,,,,,,,,,,
galluses,seagulls,sullages,,,,,,,,,,,
galoch,golach,,,,,,,,,,,,
galore,gaoler,goaler,orlage,regalo,,,,,,,,,
galores,gaolers,goalers,,,,,,,,,,,
gals,lags,slag,,,,,,,,,,,
galvanopsychic,psychogalvanic,,,,,,,,,,,,
galvanothermometer,thermogalvanometer,,,,,,,,,,,,
Galvin,Glavin,,,,,,,,,,,,
gamash,samgha,,,,,,,,,,,,
gamashes,smashage,,,,,,,,,,,,
gamasid,magadis,,,,,,,,,,,,
gambians,sambaing,,,,,,,,,,,,
gambist,gambits,,,,,,,,,,,,
gambler,gambrel,,,,,,,,,,,,
gamblers,gambrels,,,,,,,,,,,,
gambreled,regambled,,,,,,,,,,,,
gamelan,magnale,,,,,,,,,,,,
gamely,gleamy,mygale,,,,,,,,,,,
gamene,manege,menage,,,,,,,,,,,
gamer,grame,regma,,,,,,,,,,,
gamete,metage,,,,,,,,,,,,
gametes,metages,,,,,,,,,,,,
gametogenic,gamogenetic,geomagnetic,,,,,,,,,,,
gamic,magic,,,,,,,,,,,,
gamier,imager,maigre,mirage,,,,,,,,,,
gamiest,sigmate,,,,,,,,,,,,
gaming,gigman,,,,,,,,,,,,
gamings,gangism,gigsman,,,,,,,,,,,
gammas,magmas,,,,,,,,,,,,
gammer,gramme,,,,,,,,,,,,
gammers,grammes,,,,,,,,,,,,
gamogenetically,geomagnetically,,,,,,,,,,,,
gamori,gomari,,,,,,,,,,,,
gamous,sugamo,,,,,,,,,,,,
gams,mags,,,,,,,,,,,,
